,Argument ID,Conclusion,Stance,Premise,text,category,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
4318,A30028,We should legalize sex selection,in favor of,people should be able to select the sex of the children so that they can balance their family the way they wish it to be.,people should be able to select the sex of the children so that they can balance their family the way they wish it to be. in favor of We should legalize sex selection,"['Self-direction: action', 'Benevolence: caring', 'Universalism: objectivity']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5368,A07081,Holocaust denial should be a criminal offence,against,people should be free to believe what they want to believe about it.,people should be free to believe what they want to believe about it. against Holocaust denial should be a criminal offence,"['Self-direction: thought', 'Stimulation', 'Universalism: tolerance']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5785,A20196,The use of public defenders should be mandatory,against,making the use of public defenders madatory would increase the number of miscarriages of justice since the best and most able defence lawyers would go to areas of the law where they can make the most money,making the use of public defenders madatory would increase the number of miscarriages of justice since the best and most able defence lawyers would go to areas of the law where they can make the most money against The use of public defenders should be mandatory,"['Achievement', 'Power: resources', 'Universalism: concern']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
23,A02013,We should prohibit school prayer,in favor of,school prayer cannot account for the array of beliefs or non-beliefs students may hold.,school prayer cannot account for the array of beliefs or non-beliefs students may hold. in favor of We should prohibit school prayer,"['Security: societal', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5558,A18157,The vow of celibacy should be abandoned,against,it is the bedrock of catholisism that priests are celibate and to abandon this would be expecting catholics to rethink or abandon their beliefs to their detriment.,it is the bedrock of catholisism that priests are celibate and to abandon this would be expecting catholics to rethink or abandon their beliefs to their detriment. against The vow of celibacy should be abandoned,['Tradition'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5385,A09050,Surrogacy should be banned,in favor of,Surrogacy for money is effectively the sale of children.,Surrogacy for money is effectively the sale of children. in favor of Surrogacy should be banned,"['Security: societal', 'Conformity: rules', 'Benevolence: dependability']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
6785,A30137,The use of public defenders should be mandatory,against,people have the right to choose their lawyer. be it someone they pay for or representing themselves. that is an inalienable right in a free society. you can not force public defenders on everyone.,people have the right to choose their lawyer. be it someone they pay for or representing themselves. that is an inalienable right in a free society. you can not force public defenders on everyone. against The use of public defenders should be mandatory,"['Self-direction: action', 'Tradition']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6760,A30018,Assisted suicide should be a criminal offence,against,assisted suicides can end the pain of those who are suffering from terminal illnesses.,assisted suicides can end the pain of those who are suffering from terminal illnesses. against Assisted suicide should be a criminal offence,"['Self-direction: action', 'Security: personal', 'Benevolence: caring']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1706,A21059,We should subsidize journalism,against,"funding comes with overt or covert strings attached, certain criticisms of the government would vanish","funding comes with overt or covert strings attached, certain criticisms of the government would vanish against We should subsidize journalism","['Self-direction: thought', 'Self-direction: action', 'Achievement', 'Security: societal', 'Universalism: objectivity']",1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2197,A22310,We should cancel pride parades,in favor of,we should cancel pride parades because they put unsavory ideas into our children's heads.,we should cancel pride parades because they put unsavory ideas into our children's heads. in favor of We should cancel pride parades,"['Conformity: rules', 'Conformity: interpersonal', 'Benevolence: caring']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
4348,A30076,We should abolish capital punishment,in favor of,Administering lethal injection violates the Hippocratic oath of doctors.,Administering lethal injection violates the Hippocratic oath of doctors. in favor of We should abolish capital punishment,"['Tradition', 'Conformity: rules']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5457,A12261,Payday loans should be banned,against,payday loans are the best alternative for those who can not maintain a bank account.,payday loans are the best alternative for those who can not maintain a bank account. against Payday loans should be banned,"['Self-direction: action', 'Power: resources', 'Universalism: concern']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,A22035,We should limit judicial activism,against,"some laws may not be the best, and opinions are needed.","some laws may not be the best, and opinions are needed. against We should limit judicial activism","['Power: dominance', 'Security: societal', 'Benevolence: caring', 'Universalism: concern']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
3317,A26032,We should abolish intellectual property rights,in favor of,we need to abolish intellectual property rights and let people innovate and create without having to worry about who owns what,we need to abolish intellectual property rights and let people innovate and create without having to worry about who owns what in favor of We should abolish intellectual property rights,"['Self-direction: thought', 'Self-direction: action']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5382,A09034,Homeopathy brings more harm than good,against,homeopathy often gives people hope to cure some illnesses that will never be cured without modern medicine.,homeopathy often gives people hope to cure some illnesses that will never be cured without modern medicine. against Homeopathy brings more harm than good,"['Self-direction: action', 'Security: personal', 'Tradition', 'Benevolence: caring']",0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
2582,A23408,We should adopt atheism,against,people should be able to believe whatever they want and not be forced into atheism.,people should be able to believe whatever they want and not be forced into atheism. against We should adopt atheism,"['Self-direction: thought', 'Self-direction: action', 'Tradition', 'Universalism: tolerance']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2523,A23310,We should stop the development of autonomous cars,in favor of,these cars are too unpredictable and unsafe,these cars are too unpredictable and unsafe in favor of We should stop the development of autonomous cars,"['Power: dominance', 'Security: societal', 'Benevolence: dependability', 'Universalism: objectivity']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1175,A19250,We should legalize cannabis,against,it impairs your mind so it should be illegal,it impairs your mind so it should be illegal against We should legalize cannabis,"['Security: personal', 'Conformity: rules', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2812,A24255,We should subsidize Wikipedia,against,wikipedia shoud be independent and with subsidization this may be at risk depending on the subsidization source,wikipedia shoud be independent and with subsidization this may be at risk depending on the subsidization source against We should subsidize Wikipedia,"['Self-direction: thought', 'Self-direction: action', 'Benevolence: caring', 'Universalism: objectivity']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6270,A24474,Entrapment should be legalized,in favor of,it can help to get certain information out of people. it can be easy to twist their words and catch them in a lie.,it can help to get certain information out of people. it can be easy to twist their words and catch them in a lie. in favor of Entrapment should be legalized,"['Achievement', 'Security: societal', 'Conformity: rules', 'Benevolence: caring']",0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
